,predictions,name,GW,team,value,position,opponent_team
1813,3.92,César Azpilicueta,7,Chelsea,59,DEF,4
1814,3.91,Luke Shaw,7,Man Utd,49,DEF,1
1815,3.75,Kurt Zouma,7,Chelsea,51,DEF,4
1816,3.7,Joseph Gomez,7,Liverpool,54,DEF,19
1817,3.69,Tyrick Mitchell,7,Crystal Palace,42,DEF,20
1818,3.69,Harry Maguire,7,Man Utd,54,DEF,1
1819,3.6,Reece James,7,Chelsea,50,DEF,4
1820,3.57,Jonny Evans,7,Leicester,55,DEF,10
1821,3.52,Aaron Wan-Bissaka,7,Man Utd,54,DEF,1
1822,3.45,Thiago Thiago,7,Chelsea,55,DEF,4
1823,3.41,Enda Stevens,7,Sheffield Utd,53,DEF,12
1824,3.37,James Tarkowski,7,Burnley,54,DEF,5
1825,3.24,Christian Fuchs,7,Leicester,45,DEF,10
1826,3.24,George Baldock,7,Sheffield Utd,53,DEF,12
1827,3.23,Gabriel Magalhães,7,Arsenal,51,DEF,13
1828,3.22,Kyle Walker-Peters,7,Southampton,45,DEF,2
1829,3.19,Ola Aina,7,Fulham,45,DEF,18
1830,3.17,Wesley Fofana,7,Leicester,50,DEF,10
1831,3.16,Héctor Bellerín,7,Arsenal,50,DEF,13
1832,3.15,Ryan Bertrand,7,Southampton,50,DEF,2
1833,3.08,Victor Lindelöf,7,Man Utd,49,DEF,1
1834,3.07,Nélson Cabral Semedo,7,Wolves,55,DEF,6
1835,3.07,Kyle Walker,7,Man City,60,DEF,15
1836,3.02,Kieran Tierney,7,Arsenal,54,DEF,13
1837,3.01,Stuart Dallas,7,Leeds,45,DEF,9
1838,2.97,Luke Ayling,7,Leeds,45,DEF,9
1839,2.88,Conor Coady,7,Wolves,50,DEF,6
1840,2.87,John Egan,7,Sheffield Utd,49,DEF,12
1841,2.87,Romain Saïss,7,Wolves,53,DEF,6
1842,2.87,Willy Boly,7,Wolves,55,DEF,6
1843,2.75,Davinson Sánchez,7,Spurs,54,DEF,3
1844,2.68,Ezri Konsa Ngoyo,7,Aston Villa,47,DEF,16
1845,2.66,Branislav Ivanovic,7,West Brom,45,DEF,8
1846,2.64,Tim Ream,7,Fulham,44,DEF,18
1847,2.62,Aaron Cresswell,7,West Ham,50,DEF,11
1848,2.6,Jan Bednarek,7,Southampton,45,DEF,2
1849,2.58,Rúben Santos Gato Alves Dias,7,Man City,55,DEF,15
1850,2.53,Charlie Taylor,7,Burnley,45,DEF,5
1851,2.52,Federico Fernández,7,Newcastle,49,DEF,7
1852,2.5,Jamal Lewis,7,Newcastle,44,DEF,7
1853,2.45,Matt Targett,7,Aston Villa,45,DEF,16
1854,2.43,Yerry Mina,7,Everton,55,DEF,14
1855,2.37,Fabian Schär,7,Newcastle,49,DEF,7
1856,2.31,Chris Basham,7,Sheffield Utd,49,DEF,12
1857,2.31,Vladimir Coufal,7,West Ham,45,DEF,11
1858,2.3,Max Kilman,7,Wolves,42,DEF,6
1859,2.26,Jamaal Lascelles,7,Newcastle,44,DEF,7
1860,2.25,Sergio Reguilón,7,Spurs,56,DEF,3
1861,2.24,Matthew Cash,7,Aston Villa,50,DEF,16
1862,2.2,Arthur Masuaku,7,West Ham,45,DEF,11
1863,2.17,Conor Townsend,7,West Brom,45,DEF,8
1864,2.17,Eric Garcia,7,Man City,48,DEF,15
1865,2.13,Virgil van Dijk,7,Liverpool,64,DEF,19
1866,2.13,Jannik Vestergaard,7,Southampton,45,DEF,2
1867,2.12,David Luiz Moreira Marinho,7,Arsenal,55,DEF,13
1868,2.1,Scott Dann,7,Crystal Palace,44,DEF,20
1869,2.1,Michael Keane,7,Everton,51,DEF,14
1870,2.07,Tyrone Mings,7,Aston Villa,52,DEF,16
1871,2.04,Ezgjan Alioski,7,Leeds,44,DEF,9
1872,2.03,Serge Aurier,7,Spurs,52,DEF,3
1873,1.95,Kevin Long,7,Burnley,45,DEF,5
1874,1.93,Darnell Furlong,7,West Brom,45,DEF,8
1875,1.93,Joel Matip,7,Liverpool,54,DEF,19
1876,1.91,Oluwasemilogo Adesewo Ibidapo Ajayi,7,West Brom,48,DEF,8
1877,1.9,Adam Webster,7,Brighton,45,DEF,17
1878,1.84,João Pedro Cavaco Cancelo,7,Man City,54,DEF,15
1879,1.83,Ethan Ampadu,7,Sheffield Utd,45,DEF,12
1880,1.78,Angelo Ogbonna,7,West Ham,49,DEF,11
1881,1.74,Robin Koch,7,Leeds,45,DEF,9
1882,1.72,Matthew Lowton,7,Burnley,44,DEF,5
1883,1.7,Danny Rose,7,Spurs,48,DEF,3
1884,1.69,Cameron Carter-Vickers,7,Spurs,40,DEF,3
1885,1.69,Japhet Tanganga,7,Spurs,49,DEF,3
1886,1.69,Ryan Sessegnon,7,Spurs,48,DEF,3
1887,1.69,Juan Foyth,7,Spurs,43,DEF,3
1888,1.66,Lucas Digne,7,Everton,62,DEF,14
1889,1.65,Nathan Aké,7,Man City,55,DEF,15
1890,1.63,Andreas Christensen,7,Chelsea,49,DEF,4
1891,1.62,Ben White,7,Brighton,45,DEF,17
1892,1.59,Fabián Balbuena,7,West Ham,44,DEF,11
1893,1.51,Çaglar Söyüncü,7,Leicester,54,DEF,10
1894,1.47,Neco Williams,7,Liverpool,40,DEF,19
1895,1.47,Tariq Lamptey,7,Brighton,47,DEF,17
1896,1.41,Luke Thomas,7,Leicester,43,DEF,10
1897,1.4,Ricardo Domingos Barbosa Pereira,7,Leicester,59,DEF,10
1898,1.4,Filip Benkovic,7,Leicester,43,DEF,10
1899,1.4,Joel Ward,7,Crystal Palace,45,DEF,20
1900,1.4,Wes Morgan,7,Leicester,44,DEF,10
1901,1.4,Konstantinos Tsimikas,7,Liverpool,49,DEF,19
1902,1.36,Ahmed El Mohamady,7,Aston Villa,44,DEF,16
1903,1.34,Marcos Alonso,7,Chelsea,58,DEF,4
1904,1.33,Rúben Gonçalo Silva Nascimento Vinagre,7,Wolves,42,DEF,6
1905,1.31,Gary Cahill,7,Crystal Palace,45,DEF,20
1906,1.3,Antonio Rüdiger,7,Chelsea,46,DEF,4
1907,1.3,Brandon Williams,7,Man Utd,43,DEF,1
1908,1.28,Cyrus Christie,7,Fulham,43,DEF,18
1909,1.28,Joël Veltman,7,Brighton,43,DEF,17
1910,1.28,Marcos Rojo,7,Man Utd,49,DEF,1
1911,1.28,Fikayo Tomori,7,Chelsea,48,DEF,4
1912,1.28,Neil Taylor,7,Aston Villa,44,DEF,16
1913,1.28,Axel Tuanzebe,7,Man Utd,45,DEF,1
1914,1.28,Chris Smalling,7,Man Utd,49,DEF,1
1915,1.28,Teden Mengi,7,Man Utd,40,DEF,1
1916,1.28,Phil Jones,7,Man Utd,49,DEF,1
1917,1.28,Timothy Fosu-Mensah,7,Man Utd,44,DEF,1
1918,1.28,Kortney Hause,7,Aston Villa,44,DEF,16
1919,1.28,Denis Odoi,7,Fulham,44,DEF,18
1920,1.28,Frédéric Guilbert,7,Aston Villa,44,DEF,16
1921,1.28,Kenny Tete,7,Fulham,44,DEF,18
1922,1.28,Zeze Steven Sessegnon,7,Fulham,43,DEF,18
1923,1.28,Emerson Palmieri dos Santos,7,Chelsea,48,DEF,4
1924,1.28,José Diogo Dalot Teixeira,7,Man Utd,48,DEF,1
1925,1.28,Bjorn Engels,7,Aston Villa,44,DEF,16
1926,1.28,Michael Hector,7,Fulham,43,DEF,18
1927,1.27,Lewis Dunk,7,Brighton,48,DEF,17
1928,1.27,Alfie Mawson,7,Fulham,44,DEF,18
1929,1.27,James Bree,7,Aston Villa,45,DEF,16
1930,1.27,Emil Krafth,7,Newcastle,44,DEF,7
1931,1.27,Oleksandr Zinchenko,7,Man City,55,DEF,15
1932,1.25,Jarrad Branthwaite,7,Everton,39,DEF,14
1933,1.25,Jack Robinson,7,Sheffield Utd,44,DEF,12
1934,1.24,Joe Bryan,7,Fulham,48,DEF,18
1935,1.24,Barry Douglas,7,Leeds,39,DEF,9
1936,1.24,Oskar Buur,7,Wolves,40,DEF,6
1937,1.23,Fernando Marçal,7,Wolves,49,DEF,6
1938,1.23,Dan Burn,7,Brighton,44,DEF,17
1939,1.23,Erik Pieters,7,Burnley,44,DEF,5
1940,1.22,Nicolás Otamendi,7,Man City,49,DEF,15
1941,1.22,Max Lowe,7,Sheffield Utd,44,DEF,12
1942,1.22,Nathan Ferguson,7,Crystal Palace,40,DEF,20
1943,1.22,Daniel Amartey,7,Leicester,40,DEF,10
1944,1.22,Jack O'Connell,7,Sheffield Utd,48,DEF,12
1945,1.21,Martin Kelly,7,Crystal Palace,43,DEF,20
1946,1.21,Shkodran Mustafi,7,Arsenal,50,DEF,13
1947,1.21,Patrick van Aanholt,7,Crystal Palace,54,DEF,20
1948,1.21,John Stones,7,Man City,49,DEF,15
1949,1.2,Ciaran Clark,7,Newcastle,45,DEF,7
1950,1.2,Ryan Bennett,7,Wolves,44,DEF,6
1951,1.2,Ryan Inniss,7,Crystal Palace,40,DEF,20
1952,1.2,Ahmed El-Sayed Hegazy,7,West Brom,43,DEF,8
1953,1.2,Phil Jagielka,7,Sheffield Utd,40,DEF,12
1954,1.2,Jonathan Castro Otto,7,Wolves,54,DEF,6
1955,1.2,Kelland Watts,7,Newcastle,40,DEF,7
1956,1.2,Jonjoe Kenny,7,Everton,43,DEF,14
1957,1.2,Mason Holgate,7,Everton,48,DEF,14
1958,1.2,James Tomkins,7,Crystal Palace,45,DEF,20
1959,1.2,DeAndre Yedlin,7,Newcastle,43,DEF,7
1960,1.2,Jayden Bogle,7,Sheffield Utd,44,DEF,12
1961,1.2,Florian Lejeune,7,Newcastle,43,DEF,7
1962,1.2,Sam Woods,7,Crystal Palace,40,DEF,20
1963,1.2,Paul Dummett,7,Newcastle,44,DEF,7
1964,1.19,Niels Nkounkou,7,Everton,40,DEF,14
1965,1.17,Ki-Jana Hoever,7,Wolves,45,DEF,6
1966,1.17,Pascal Struijk,7,Leeds,40,DEF,9
1967,1.17,William Saliba,7,Arsenal,42,DEF,13
1968,1.16,Ainsley Maitland-Niles,7,Arsenal,48,DEF,13
1969,1.16,Rob Holding,7,Arsenal,45,DEF,13
1970,1.15,Jake Vokins,7,Southampton,40,DEF,2
1971,1.14,Cédric Soares,7,Arsenal,47,DEF,13
1972,1.14,Bobby Thomas,7,Burnley,40,DEF,5
1973,1.14,Mohammed Salisu,7,Southampton,43,DEF,2
1974,1.14,Ben Gibson,7,Burnley,40,DEF,5
1975,1.14,Fernando Luiz Rosa,7,Man City,54,DEF,15
1976,1.14,Jack Stephens,7,Southampton,48,DEF,2
1977,1.14,Sead Kolasinac,7,Arsenal,48,DEF,13
1978,1.14,Kieran Gibbs,7,West Brom,44,DEF,8
1979,1.14,Ben Mee,7,Burnley,49,DEF,5
1980,1.13,Anthony Driscoll-Glennon,7,Burnley,40,DEF,5
1981,1.13,Sokratis Papastathopoulos,7,Arsenal,49,DEF,13
1982,1.13,Calum Chambers,7,Arsenal,45,DEF,13
1983,1.13,Pablo Marí,7,Arsenal,44,DEF,13
1984,1.13,Cedric Kipre,7,West Brom,44,DEF,8
1985,1.13,Yan Valery,7,Southampton,48,DEF,2
1986,1.12,Seamus Coleman,7,Everton,50,DEF,14
1987,1.1,Issa Diop,7,West Ham,45,DEF,11
1988,1.1,Ben Johnson,7,West Ham,40,DEF,11
1989,1.09,Eric Bailly,7,Man Utd,49,DEF,1
1990,1.09,Ryan Fredericks,7,West Ham,44,DEF,11
1991,1.09,Leif Davis,7,Leeds,40,DEF,9
1992,1.09,Oliver Casey,7,Leeds,39,DEF,9
1993,1.09,Maxime Le Marchand,7,Fulham,43,DEF,18
1994,1.08,Benjamin Mendy,7,Man City,59,DEF,15
1995,1.08,Diego Llorente,7,Leeds,44,DEF,9
1996,1.08,Jimmy Dunne,7,Burnley,41,DEF,5
1997,1.08,Javier Manquillo,7,Newcastle,45,DEF,7
1998,1.07,Aymeric Laporte,7,Man City,60,DEF,15
1999,1.04,Mamadou Sakho,7,Crystal Palace,45,DEF,20
2000,1.03,Bernardo Fernandes da Silva Junior,7,Brighton,40,DEF,17
2001,0.98,Dara O'Shea,7,West Brom,44,DEF,8
2002,0.95,Kyle Bartley,7,West Brom,45,DEF,8
2003,0.94,Phil Bardsley,7,Burnley,45,DEF,5
2004,0.93,Liam Cooper,7,Leeds,44,DEF,9
2005,0.92,Shane Duffy,7,Brighton,44,DEF,17
2006,0.92,Martín Montoya,7,Brighton,45,DEF,17
2007,0.92,Matthew Clarke,7,Brighton,44,DEF,17
2008,,Craig Dawson,7,West Ham,45,DEF,11
2009,,Rayan Ait Nouri,7,Wolves,50,DEF,6
2010,,Nathaniel Phillips,7,Liverpool,40,DEF,19
2011,,Alex Nicolao Telles,7,Man Utd,55,DEF,1
2012,,Terence Kongolo,7,Fulham,45,DEF,18
2013,,Joachim Andersen,7,Fulham,45,DEF,18
2014,,Joe Rodon,7,Spurs,50,DEF,3
2015,,Rhys Williams,7,Liverpool,40,DEF,19
2016,,Nathaniel Clyne,7,Crystal Palace,45,DEF,20
2017,,Tosin Adarabioyo,7,Fulham,45,DEF,18
2018,,Ben Godfrey,7,Everton,50,DEF,14
2019,11.56,Heung-Min Son,7,Spurs,95,MID,3
2020,9.56,Mohamed Salah,7,Liverpool,124,MID,19
2021,7.24,Sadio Mané,7,Liverpool,120,MID,19
2022,6.72,Raheem Sterling,7,Man City,116,MID,15
2023,6.7,Bruno Miguel Borges Fernandes,7,Man Utd,105,MID,1
2024,6.56,Jack Grealish,7,Aston Villa,73,MID,16
2025,6.35,Wilfried Zaha,7,Crystal Palace,73,MID,20
2026,5.92,Marcus Rashford,7,Man Utd,95,MID,1
2027,5.84,James Rodríguez,7,Everton,80,MID,14
2028,5.28,Ademola Lookman,7,Fulham,50,MID,18
2029,4.88,Ross Barkley,7,Aston Villa,60,MID,16
2030,4.77,Kai Havertz,7,Chelsea,84,MID,4
2031,4.74,Riyad Mahrez,7,Man City,84,MID,15
2032,4.26,Phil Foden,7,Man City,66,MID,15
2033,4.19,Pedro Lomba Neto,7,Wolves,55,MID,6
2034,4.16,Jorge Luiz Frello Filho,7,Chelsea,53,MID,4
2035,4.13,Tanguy Ndombele,7,Spurs,59,MID,3
2036,3.93,Allan Saint-Maximin,7,Newcastle,53,MID,7
2037,3.65,Christian Pulisic,7,Chelsea,83,MID,4
2038,3.63,Kevin De Bruyne,7,Man City,115,MID,15
2039,3.57,Bukayo Saka,7,Arsenal,53,MID,13
2040,3.5,Tom Cairney,7,Fulham,53,MID,18
2041,3.42,Diogo Jota,7,Liverpool,63,MID,19
2042,3.35,Jordan Henderson,7,Liverpool,54,MID,19
2043,3.34,Pablo Fornals,7,West Ham,64,MID,11
2044,3.24,Jack Harrison,7,Leeds,55,MID,9
2045,3.24,Erik Lamela,7,Spurs,59,MID,3
2046,3.22,Hélder Wander Sousa de Azevedo e Costa,7,Leeds,57,MID,9
2047,3.21,Pierre-Emerick Aubameyang,7,Arsenal,117,MID,13
2048,3.19,Daniel James,7,Man Utd,63,MID,1
2049,3.15,Matheus Pereira,7,West Brom,60,MID,8
2050,3.14,Daniel Castelo Podence,7,Wolves,55,MID,6
2051,3.14,Pierre-Emile Højbjerg,7,Spurs,49,MID,3
2052,3.12,Lucas Rodrigues Moura da Silva,7,Spurs,69,MID,3
2053,3.08,Juan Mata,7,Man Utd,59,MID,1
2054,2.95,James Maddison,7,Leicester,70,MID,10
2055,2.91,Mateusz Klich,7,Leeds,56,MID,9
2056,2.91,James Ward-Prowse,7,Southampton,58,MID,2
2057,2.91,Sander Berge,7,Sheffield Utd,50,MID,12
2058,2.85,Oriol Romeu Vidal,7,Southampton,45,MID,2
2059,2.83,Jarrod Bowen,7,West Ham,63,MID,11
2060,2.83,Moussa Sissoko,7,Spurs,48,MID,3
2061,2.8,Harvey Barnes,7,Leicester,70,MID,10
2062,2.78,Mason Mount,7,Chelsea,68,MID,4
2063,2.75,John McGinn,7,Aston Villa,55,MID,16
2064,2.73,Jairo Riedewald,7,Crystal Palace,44,MID,20
2065,2.67,Leander Dendoncker,7,Wolves,49,MID,6
2066,2.63,Mahmoud Ahmed Ibrahim Hassan,7,Aston Villa,54,MID,16
2067,2.59,Ashley Westwood,7,Burnley,54,MID,5
2068,2.55,Nathan Redmond,7,Southampton,64,MID,2
2069,2.53,Youri Tielemans,7,Leicester,64,MID,10
2070,2.52,Scott McTominay,7,Man Utd,49,MID,1
2071,2.48,Rúben Diogo da Silva Neves,7,Wolves,53,MID,6
2072,2.48,Tomas Soucek,7,West Ham,49,MID,11
2073,2.45,Jacob Murphy,7,Newcastle,49,MID,7
2074,2.43,Daniel Ceballos Fernández,7,Arsenal,50,MID,13
2075,2.43,Ayoze Pérez,7,Leicester,62,MID,10
2076,2.43,Stuart Armstrong,7,Southampton,55,MID,2
2077,2.4,Andros Townsend,7,Crystal Palace,60,MID,20
2078,2.39,Leandro Trossard,7,Brighton,60,MID,17
2079,2.39,Giovani Lo Celso,7,Spurs,69,MID,3
2080,2.37,N'Golo Kanté,7,Chelsea,49,MID,4
2081,2.36,Cengiz Ünder,7,Leicester,59,MID,10
2082,2.31,Rodrigo Hernandez,7,Man City,54,MID,15
2083,2.29,Solomon March,7,Brighton,50,MID,17
2084,2.28,Fabio Henrique Tavares,7,Liverpool,55,MID,19
2085,2.26,Georginio Wijnaldum,7,Liverpool,53,MID,19
2086,2.26,Dwight McNeil,7,Burnley,59,MID,5
2087,2.22,John Lundstram,7,Sheffield Utd,52,MID,12
2088,2.22,Frederico Rodrigues de Paula Santos,7,Man Utd,53,MID,1
2089,2.2,Yves Bissouma,7,Brighton,45,MID,17
2090,2.2,Abdoulaye Doucouré,7,Everton,54,MID,14
2091,2.19,Ruben Loftus-Cheek,7,Fulham,59,MID,18
2092,2.17,Adam Lallana,7,Brighton,63,MID,17
2093,2.13,Jeffrey Schlupp,7,Crystal Palace,55,MID,20
2094,2.11,André-Frank Zambo Anguissa,7,Fulham,45,MID,18
2095,2.1,Paul Pogba,7,Man Utd,78,MID,1
2096,2.1,Nampalys Mendy,7,Leicester,45,MID,10
2097,2.1,Jeff Hendrick,7,Newcastle,50,MID,7
2098,2.09,Harrison Reed,7,Fulham,45,MID,18
2099,2.09,Naby Keita,7,Liverpool,53,MID,19
2100,2.08,Miguel Almirón,7,Newcastle,57,MID,7
2101,2.08,Grady Diangana,7,West Brom,55,MID,8
2102,2.07,Declan Rice,7,West Ham,49,MID,11
2103,2.04,Gylfi Sigurdsson,7,Everton,68,MID,14
2104,2.03,Gareth Bale,7,Spurs,95,MID,3
2105,2.01,Ryan Fraser,7,Newcastle,58,MID,7
2106,1.99,Dennis Praet,7,Leicester,55,MID,10
2107,1.98,Ilkay Gündogan,7,Man City,54,MID,15
2108,1.98,Douglas Luiz Soares de Paulo,7,Aston Villa,50,MID,16
2109,1.94,Ben Osborn,7,Sheffield Utd,49,MID,12
2110,1.93,Josh Brownhill,7,Burnley,50,MID,5
2111,1.91,Filip Krovinovic,7,West Brom,50,MID,8
2112,1.9,Steven Bergwijn,7,Spurs,71,MID,3
2113,1.89,Johann Berg Gudmundsson,7,Burnley,54,MID,5
2114,1.89,Conor Gallagher,7,West Brom,55,MID,8
2115,1.86,Mason Greenwood,7,Man Utd,72,MID,1
2116,1.86,Nicolas Pépé,7,Arsenal,77,MID,13
2117,1.85,Cheikhou Kouyaté,7,Crystal Palace,50,MID,20
2118,1.84,Alex Iwobi,7,Everton,59,MID,14
2119,1.83,Takumi Minamino,7,Liverpool,61,MID,19
2120,1.83,Ferran Torres,7,Man City,69,MID,15
2121,1.81,Granit Xhaka,7,Arsenal,54,MID,13
2122,1.8,Bernardo Mota Veiga de Carvalho e Silva,7,Man City,74,MID,15
2123,1.79,Eberechi Eze,7,Crystal Palace,58,MID,20
2124,1.79,Allan Marques Loureiro,7,Everton,54,MID,14
2125,1.73,Harry Winks,7,Spurs,54,MID,3
2126,1.71,Adama Traoré,7,Wolves,63,MID,6
2127,1.7,Ivan Ricardo Neves Abreu Cavaleiro,7,Fulham,54,MID,18
2128,1.69,Bernard Anício Caldeira Duarte,7,Everton,58,MID,14
2129,1.69,Luka Milivojevic,7,Crystal Palace,57,MID,20
2130,1.69,Jamie Shackleton,7,Leeds,48,MID,9
2131,1.66,Thiago Alcántara do Nascimento,7,Liverpool,60,MID,19
2132,1.65,Jake Livermore,7,West Brom,48,MID,8
2133,1.64,Bamidele Alli,7,Spurs,75,MID,3
2134,1.63,Theo Walcott,7,Southampton,58,MID,2
2135,1.62,Aboubakar Kamara,7,Fulham,49,MID,18
2136,1.6,Willian Borges Da Silva,7,Arsenal,78,MID,13
2137,1.6,Mario Lemina,7,Fulham,45,MID,18
2138,1.59,Oliver Burke,7,Sheffield Utd,45,MID,12
2139,1.55,Bertrand Traoré,7,Aston Villa,59,MID,16
2140,1.55,Callum Hudson-Odoi,7,Chelsea,58,MID,4
2141,1.53,Oliver Skipp,7,Spurs,45,MID,3
2142,1.53,Gedson Carvalho Fernandes,7,Spurs,48,MID,3
2143,1.52,Jonjo Shelvey,7,Newcastle,54,MID,7
2144,1.5,João Filipe Iria Santos Moutinho,7,Wolves,53,MID,6
2145,1.5,Manuel Lanzini,7,West Ham,64,MID,11
2146,1.47,James McArthur,7,Crystal Palace,54,MID,20
2147,1.46,Alexis Mac Allister,7,Brighton,53,MID,17
2148,1.46,Kalvin Phillips,7,Leeds,50,MID,9
2149,1.46,Kyle Edwards,7,West Brom,49,MID,8
2150,1.44,James Milner,7,Liverpool,53,MID,19
2151,1.39,Donny van de Beek,7,Man Utd,68,MID,1
2152,1.38,Pascal Groß,7,Brighton,58,MID,17
2153,1.37,Marc Albrighton,7,Leicester,53,MID,10
2154,1.37,Andriy Yarmolenko,7,West Ham,57,MID,11
2155,1.35,Hakim Ziyech,7,Chelsea,79,MID,4
2156,1.35,Isaac Hayden,7,Newcastle,48,MID,7
2157,1.33,Anthony Gordon,7,Everton,44,MID,14
2158,1.33,Fabian Delph,7,Everton,49,MID,14
2159,1.33,André Filipe Tavares Gomes,7,Everton,55,MID,14
2160,1.32,Oliver Norwood,7,Sheffield Utd,48,MID,12
2161,1.32,Pablo Hernández Domínguez,7,Leeds,58,MID,9
2162,1.28,Neeskens Kebano,7,Fulham,48,MID,18
2163,1.25,Curtis Jones,7,Liverpool,44,MID,19
2164,1.25,Nemanja Matic,7,Man Utd,49,MID,1
2165,1.19,Wilfred Ndidi,7,Leicester,48,MID,10
2166,1.16,Adrien Silva,7,Leicester,44,MID,10
2167,1.15,Matty James,7,Leicester,44,MID,10
2168,1.15,Dale Stephens,7,Burnley,44,MID,5
2169,1.14,Harvey Elliott,7,Liverpool,44,MID,19
2170,1.14,Demarai Gray,7,Leicester,53,MID,10
2171,1.14,Marvelous Nakamba,7,Aston Villa,44,MID,16
2172,1.13,Xherdan Shaqiri,7,Liverpool,64,MID,19
2173,1.13,Harry Wilson,7,Liverpool,52,MID,19
2174,1.13,Alex Oxlade-Chamberlain,7,Liverpool,64,MID,19
2175,1.11,Sean Longstaff,7,Newcastle,48,MID,7
2176,1.1,Moussa Djenepo,7,Southampton,55,MID,2
2177,1.09,Hamza Choudhury,7,Leicester,48,MID,10
2178,1.08,John Fleck,7,Sheffield Utd,57,MID,12
2179,1.07,Jesse Lingard,7,Man Utd,59,MID,1
2180,1.07,Conor Hourihane,7,Aston Villa,60,MID,16
2181,1.07,Henri Lansbury,7,Aston Villa,44,MID,16
2182,1.07,Mateo Kovacic,7,Chelsea,54,MID,4
2183,1.06,Andreas Pereira,7,Man Utd,48,MID,1
2184,1.06,Anwar El Ghazi,7,Aston Villa,58,MID,16
2185,1.06,Jacob Ramsey,7,Aston Villa,45,MID,16
2186,1.06,José Ignacio Peleteiro Romallo,7,Aston Villa,59,MID,16
2187,1.06,Stefan Johansen,7,Fulham,48,MID,18
2188,1.06,Anthony Knockaert,7,Fulham,51,MID,18
2189,1.06,James Garner,7,Man Utd,44,MID,1
2190,1.06,Jean Michaël Seri,7,Fulham,47,MID,18
2191,1.06,Kevin McDonald,7,Fulham,48,MID,18
2192,1.06,Josh Onomah,7,Fulham,48,MID,18
2193,1.06,Billy Gilmour,7,Chelsea,44,MID,4
2194,1.06,Tahith Chong,7,Man Utd,45,MID,1
2195,1.06,Ian Carlo Poveda-Ocampo,7,Leeds,44,MID,9
2196,1.05,Matt Phillips,7,West Brom,52,MID,8
2197,1.03,James McCarthy,7,Crystal Palace,45,MID,20
2198,1.03,Robbie Brady,7,Burnley,50,MID,5
2199,1.03,Bruno André Cavaco Jordao,7,Wolves,44,MID,6
2200,1.03,Steven Alzate,7,Brighton,45,MID,17
2201,1.02,Christian Atsu,7,Newcastle,53,MID,7
2202,1.02,Vitor Ferreira,7,Wolves,49,MID,6
2203,1.02,Brandon Pierrick,7,Crystal Palace,44,MID,20
2204,1.02,Morgan Gibbs-White,7,Wolves,50,MID,6
2205,1.02,Matt Ritchie,7,Newcastle,49,MID,7
2206,1.02,Rolando Aarons,7,Newcastle,49,MID,7
2207,1.02,Jean-Philippe Gbamin,7,Everton,50,MID,14
2208,1.02,Tommy Doyle,7,Man City,44,MID,15
2209,1.02,Nathan Tella,7,Southampton,44,MID,2
2210,1.02,Romaine Sawyers,7,West Brom,49,MID,8
2211,1.02,Max Meyer,7,Crystal Palace,48,MID,20
2212,1.02,Meritan Shabani,7,Wolves,45,MID,6
2213,1.02,Luke Freeman,7,Sheffield Utd,50,MID,12
2214,1.02,Matthew Longstaff,7,Newcastle,49,MID,7
2215,1.02,Cole Palmer,7,Man City,45,MID,15
2216,1.02,Adrián Bernabé,7,Man City,45,MID,15
2217,1.01,Mesut Özil,7,Arsenal,68,MID,13
2218,1.0,Emile Smith Rowe,7,Arsenal,44,MID,13
2219,1.0,Gabriel Teodoro Martinelli Silva,7,Arsenal,49,MID,13
2220,1.0,Kamil Grosicki,7,West Brom,53,MID,8
2221,1.0,Lucas Torreira,7,Arsenal,47,MID,13
2222,1.0,Sofiane Boufal,7,Southampton,54,MID,2
2223,1.0,Jonathan Leko,7,West Brom,45,MID,8
2224,1.0,Joseph Willock,7,Arsenal,48,MID,13
2225,1.0,Reiss Nelson,7,Arsenal,52,MID,13
2226,1.0,Josh Sims,7,Southampton,44,MID,2
2227,1.0,Rekeem Harper,7,West Brom,44,MID,8
2228,1.0,Jack Cork,7,Burnley,50,MID,5
2229,1.0,Josh Benson,7,Burnley,45,MID,5
2230,1.0,William Smallbone,7,Southampton,45,MID,2
2231,1.0,Mace Goodridge,7,Burnley,45,MID,5
2232,1.0,Matteo Guendouzi,7,Arsenal,47,MID,13
2233,0.99,Mark Noble,7,West Ham,48,MID,11
2234,0.99,Jack Wilshere,7,West Ham,49,MID,11
2235,0.99,Jay-Roy Grot,7,Leeds,48,MID,9
2236,0.99,Mateusz Bogusz,7,Leeds,44,MID,9
2237,0.99,Jordan Stevens,7,Leeds,44,MID,9
2238,0.99,Tyler Roberts,7,Leeds,49,MID,9
2239,0.99,Adam Forshaw,7,Leeds,48,MID,9
2240,0.99,Felipe Anderson Pereira Gomes,7,West Ham,62,MID,11
2241,0.98,Sam Field,7,West Brom,48,MID,8
2242,0.98,Robert Snodgrass,7,West Ham,58,MID,11
2243,0.97,Aaron Mooy,7,Brighton,50,MID,17
2244,0.97,Jayson Molumby,7,Brighton,45,MID,17
2245,0.97,Davy Pröpper,7,Brighton,48,MID,17
2246,0.97,José Izquierdo,7,Brighton,55,MID,17
2247,0.97,Alireza Jahanbakhsh,7,Brighton,54,MID,17
2248,0.97,Mohamed Naser El Sayed Elneny,7,Arsenal,44,MID,13
2249,0.96,Tom Davies,7,Everton,53,MID,14
2250,,Ibrahima Diallo,7,Southampton,45,MID,2
2251,,Facundo Pellistri,7,Man Utd,55,MID,1
